UniqueID,LP,miRNA,RC,smallRNA,miRNAvsRC,miRNAvsLP,smallRNAvsRC,smallRNAvsLP,Id,Femto_conc,RNA_ID,EVE_ID,PROJECT,RUN_ID,RNAID,Tube,TechnicalReplicate,GraphKit,GraphTube
RNA004929L1,62702,10513929,67671,18937379,155.368311388926,167.680919268923,279.844822745341,302.021929125068,EVE25,0.3352,RNA004929,EVE25,exRNAQC005,3,RNA004929,Paxgene,TUBE3,MIR0.2,PAXC24
RNA004930L1,20606,361449,11526,2988392,31.3594482040604,17.5409589439969,259.273989241714,145.025332427448,EVE26,0.067,RNA004930,EVE26,exRNAQC005,3,RNA004930,serum,TUBE2,MIR0.2,SERM04
RNA004931L1,13896,844279,1661,3915787,508.295605057194,60.7569804260219,2357.48765803733,281.792386298215,EVE27,0.0621,RNA004931,EVE27,exRNAQC005,3,RNA004931,DNA Streck,TUBE1,MIR0.2,STRD72
RNA004932L1,26113,1057546,3590,4433308,294.581058495822,40.4988319993873,1234.90473537604,169.773982307663,EVE28,0.075,RNA004932,EVE28,exRNAQC005,3,RNA004932,DNA Streck,TUBE3,MIR0.2,STRD72
RNA004933L1,18208,2113827,14397,6192152,146.824130027089,116.093310632689,430.100159755505,340.078646748682,EVE29,0.0821,RNA004933,EVE29,exRNAQC005,3,RNA004933,Roche,TUBE2,MIR0.2,ROCH24
RNA004934L1,20102,247237,16370,679986,15.1030543677459,12.2991244652273,41.538546120953,33.8267834046364,EVE30,0.0516,RNA004934,EVE30,exRNAQC005,3,RNA004934,RNA Streck,TUBE1,MIR0.2,STRR00
RNA004935L1,39766,238823,8678,598863,27.5205116386264,6.00570839410552,69.0093339479143,15.0596740934467,EVE31,0.0362,RNA004935,EVE31,exRNAQC005,3,RNA004935,DNA Streck,TUBE3,MIR0.2,STRD00
RNA004936L1,39073,5331699,29445,7362249,181.073153336729,136.454815345635,250.033927661742,188.422926317406,EVE32,0.0639,RNA004936,EVE32,exRNAQC005,3,RNA004936,Roche,TUBE3,MIR0.2,ROCH00
RNA004937L1,32405,4744093,56716,18488485,83.6464666055434,146.400030859435,325.983584879046,570.544206141028,EVE33,0.2,RNA004937,EVE33,exRNAQC005,3,RNA004937,Paxgene,TUBE2,MIR0.2,PAXC72
RNA004938L1,26218,118940,14657,442942,8.11489390734802,4.53657792356396,30.2205089718223,16.8945762453276,EVE34,0.0355,RNA004938,EVE34,exRNAQC005,3,RNA004938,ACD-A,TUBE1,MIR0.2,ACDA00
RNA004939L1,19737,185878,11025,460456,16.8596825396825,9.41774332472007,41.764716553288,23.3295840299944,EVE35,0.0317,RNA004939,EVE35,exRNAQC005,3,RNA004939,ACD-A,TUBE1,MIR0.2,ACDA16
RNA004940L1,32551,376954,14768,640327,25.5250541711809,11.5804122761205,43.3590872156013,19.6715001075236,EVE36,0.0379,RNA004940,EVE36,exRNAQC005,3,RNA004940,EDTA,TUBE3,MIR0.2,EDTA00
RNA004941L1,20333,5588998,19884,16854147,281.080164956749,274.873260217381,847.623566686783,828.906064033837,EVE37,0.1713,RNA004941,EVE37,exRNAQC005,3,RNA004941,Roche,TUBE2,MIR0.2,ROCH72
RNA004942L1,36258,614604,20928,1921554,29.3675458715596,16.9508522257157,91.817373853211,52.9966903855701,EVE38,0.0833,RNA004942,EVE38,exRNAQC005,3,RNA004942,serum,TUBE3,MIR0.2,SERM16
RNA004943L1,36138,1023402,22286,2928069,45.921295880822,28.3192761082517,131.386027102217,81.0246554872987,EVE39,0.0725,RNA004943,EVE39,exRNAQC005,3,RNA004943,serum,TUBE3,MIR0.2,SERM04
RNA004944L1,29067,1002906,16063,1282981,62.4357841001058,34.5032511095056,79.8718172196974,44.1387484088485,EVE40,0.0394,RNA004944,EVE40,exRNAQC005,3,RNA004944,EDTA separator,TUBE3,MIR0.2,EDTG00
RNA004945L1,20471,1959386,11359,2565236,172.496346509376,95.7152068780226,225.832907826393,125.310732255386,EVE41,0.0361,RNA004945,EVE41,exRNAQC005,3,RNA004945,Roche,TUBE2,MIR0.2,ROCH00
RNA004946L1,29216,262857,16236,559603,16.189763488544,8.9970221796276,34.4668021680217,19.1539909638554,EVE42,0.0523,RNA004946,EVE42,exRNAQC005,3,RNA004946,ACD-A,TUBE3,MIR0.2,ACDA16
RNA004947L1,18698,516855,9517,802537,54.3086056530419,27.6422612044069,84.3266785751812,42.9210075943951,EVE43,0.0493,RNA004947,EVE43,exRNAQC005,3,RNA004947,EDTA,TUBE1,MIR0.2,EDTA00
RNA004948L1,27956,123705,15519,603916,7.97119659771892,4.42498926885105,38.9146207874219,21.6023751609672,EVE44,0.2,RNA004948,EVE44,exRNAQC005,3,RNA004948,Biomatrica,TUBE3,MIR0.2,BMTR24
RNA004949L1,29308,162944,14851,893958,10.9719210827554,5.55971065920568,60.1951383745202,30.5021837041081,EVE45,0.0347,RNA004949,EVE45,exRNAQC005,3,RNA004949,ACD-A,TUBE2,MIR0.2,ACDA00
RNA004950L1,18383,206353,11519,1472668,17.9141418525914,11.2252080726758,127.846861706745,80.1103193167601,EVE46,0.0785,RNA004950,EVE46,exRNAQC005,3,RNA004950,serum,TUBE1,MIR0.2,SERM16
RNA004951L1,17309,1688082,9739,3014597,173.332169627272,97.526258016061,309.538658999897,174.163556531284,EVE47,0.0442,RNA004951,EVE47,exRNAQC005,3,RNA004951,Roche,TUBE1,MIR0.2,ROCH00
RNA004952L1,19466,153516,11608,649283,13.2250172294969,7.88636597143738,55.9340971743625,33.3547210520908,EVE48,0.0452,RNA004952,EVE48,exRNAQC005,3,RNA004952,Citrate,TUBE1,MIR0.2,CITR16
RNA004953L1,19716,663766,12582,961294,52.7552058496264,33.6663623453033,76.4023207757113,48.7570501115845,EVE49,0.0406,RNA004953,EVE49,exRNAQC005,3,RNA004953,EDTA separator,TUBE2,MIR0.2,EDTG04
RNA004954L1,33557,534947,16692,732425,32.0481068775461,15.9414429180201,43.8788042175893,21.8262955568138,EVE50,0.0431,RNA004954,EVE50,exRNAQC005,3,RNA004954,EDTA,TUBE3,MIR0.2,EDTA04
RNA004955L1,20333,103917,19755,5176147,5.26028853454822,5.11075591403138,262.017058972412,254.568779816063,EVE51,0.1321,RNA004955,EVE51,exRNAQC005,3,RNA004955,RNA Streck,TUBE2,MIR0.2,STRR72
RNA004956L1,17673,72906,6303,276888,11.5668729176583,4.12527584450857,43.9295573536411,15.667289085045,EVE52,0.0317,RNA004956,EVE52,exRNAQC005,3,RNA004956,Citrate,TUBE2,MIR0.2,CITR04
RNA004957L1,20417,211653,5613,316978,37.7076429716729,10.3665083019053,56.472118296811,15.5251995885781,EVE53,0.0282,RNA004957,EVE53,exRNAQC005,3,RNA004957,EDTA,TUBE1,MIR0.2,EDTA04
RNA004958L1,20157,390021,15309,3281737,25.4765824025083,19.3491591010567,214.366516428245,162.808800912834,EVE54,0.1024,RNA004958,EVE54,exRNAQC005,3,RNA004958,serum,TUBE1,MIR0.2,SERM04
RNA004959L1,37731,1180910,29347,1620503,40.2395474835588,31.2981368105802,55.2186935632262,42.9488484270229,EVE55,0.2,RNA004959,EVE55,exRNAQC005,3,RNA004959,EDTA,TUBE3,MIR0.2,EDTA16
RNA004960L1,17539,439697,8594,3253638,51.1632534326274,25.069673299504,378.594135443333,185.508751924283,EVE56,0.0967,RNA004960,EVE56,exRNAQC005,3,RNA004960,serum,TUBE2,MIR0.2,SERM16
RNA004961L1,18304,147217,7991,804980,18.4228507070454,8.0428868006993,100.735827806282,43.9783653846154,EVE57,0.0411,RNA004961,EVE57,exRNAQC005,3,RNA004961,Biomatrica,TUBE1,MIR0.2,BMTR24
RNA004962L1,19391,156222,9358,998215,16.693951699081,8.05641792584188,106.669694379141,51.4782631117529,EVE58,0.0517,RNA004962,EVE58,exRNAQC005,3,RNA004962,serum,TUBE1,MIR0.2,SERM00
RNA004963L1,19769,570738,8177,793807,69.797969915617,28.870352572209,97.0780237250825,40.1541302038545,EVE59,0.0316,RNA004963,EVE59,exRNAQC005,3,RNA004963,EDTA separator,TUBE1,MIR0.2,EDTG00
RNA004964L1,18424,352765,8352,584193,42.237188697318,19.1470364741641,69.9464798850575,31.7082609639601,EVE60,0.0203,RNA004964,EVE60,exRNAQC005,3,RNA004964,EDTA separator,TUBE2,MIR0.2,EDTG00
RNA004965L1,27847,547367,10994,699992,49.7877933418228,19.6562286781341,63.6703656539931,25.1370704205121,EVE61,0.0321,RNA004965,EVE61,exRNAQC005,3,RNA004965,EDTA separator,TUBE3,MIR0.2,EDTG04
RNA004966L1,23051,264010,26912,9410318,9.81012187871582,11.4532992061082,349.669961355529,408.239035182855,EVE62,0.2041,RNA004966,EVE62,exRNAQC005,3,RNA004966,RNA Streck,TUBE1,MIR0.2,STRR72
RNA004967L1,32480,8284244,20599,14254171,402.167289674256,255.056773399015,691.983639982523,438.859944581281,EVE63,0.264,RNA004967,EVE63,exRNAQC005,3,RNA004967,Paxgene,TUBE1,MIR0.2,PAXC24
RNA004968L1,16030,79791,10562,527386,7.55453512592312,4.97760449157829,49.9323991668245,32.8999376169682,EVE64,0.0319,RNA004968,EVE64,exRNAQC005,3,RNA004968,Biomatrica,TUBE1,MIR0.2,BMTR00
RNA004969L1,13156,73928,3888,385402,19.0144032921811,5.61933718455458,99.1260288065844,29.2947704469444,EVE65,0.0329,RNA004969,EVE65,exRNAQC005,3,RNA004969,Citrate,TUBE2,MIR0.2,CITR16
RNA004970L1,14574,343486,4641,488890,74.0112044817927,23.5684094963634,105.341521223874,33.5453547413202,EVE66,0.2,RNA004970,EVE66,exRNAQC005,3,RNA004970,EDTA separator,TUBE1,MIR0.2,EDTG04
RNA004971L1,46603,7580042,8140,20493588,931.209090909091,162.65137437504,2517.6398034398,439.748256550008,EVE1,0.2417,RNA004971,EVE1,exRNAQC005,4,RNA004971,Paxgene,TUBE3,MIR0.2,PAXC72
RNA004972L1,22325,76038,11251,272426,6.75833259265843,3.40595744680851,24.2134921340325,12.2027323628219,EVE2,0.0316,RNA004972,EVE2,exRNAQC005,4,RNA004972,Biomatrica,TUBE3,MIR0.2,BMTR00
RNA004973L1,18181,725729,7818,931088,92.8279611153748,39.9168912601067,119.09542082374,51.2121445465046,EVE3,0.0442,RNA004973,EVE3,exRNAQC005,4,RNA004973,Paxgene,TUBE2,MIR0.2,PAXC24
RNA004974L1,19982,106752,8705,290479,12.2632969557725,5.34240816735062,33.3692130959219,14.537033329997,EVE4,0.0334,RNA004974,EVE4,exRNAQC005,4,RNA004974,ACD-A,TUBE3,MIR0.2,ACDA04
RNA004975L1,31318,1281948,14888,1827665,86.1061257388501,40.9332652148924,122.760948414831,58.3582923558337,EVE5,0.0407,RNA004975,EVE5,exRNAQC005,4,RNA004975,Paxgene,TUBE3,MIR0.2,PAXC00
RNA004976L1,30402,183785,19551,456338,9.40028643036162,6.04516150253273,23.3409032786047,15.01013091244,EVE6,0.034,RNA004976,EVE6,exRNAQC005,4,RNA004976,ACD-A,TUBE3,MIR0.2,ACDA00
RNA004977L1,20630,864413,17478,4712533,49.4572033413434,41.9007755695589,269.626559102872,228.431071255453,EVE7,0.1232,RNA004977,EVE7,exRNAQC005,4,RNA004977,Biomatrica,TUBE3,MIR0.2,BMTR72
RNA004978L1,13080,83651,10038,295844,8.33343295477187,6.39533639143731,29.4724048615262,22.6180428134557,EVE8,0.0343,RNA004978,EVE8,exRNAQC005,4,RNA004978,Biomatrica,TUBE2,MIR0.2,BMTR00
RNA004979L1,19315,169386,15536,718725,10.9028063851699,8.76966088532229,46.2619078269825,37.2107170592804,EVE9,0.0405,RNA004979,EVE9,exRNAQC005,4,RNA004979,Citrate,TUBE1,MIR0.2,CITR04
RNA004980L1,21196,808735,19354,1285665,41.7864524129379,38.155076429515,66.4289035858221,60.6560200037743,EVE10,0.0552,RNA004980,EVE10,exRNAQC005,4,RNA004980,EDTA separator,TUBE1,MIR0.2,EDTG16
RNA004981L1,21554,56886,23976,1766427,2.37262262262262,2.63923169713278,73.6747997997998,81.953558504222,EVE11,0.2,RNA004981,EVE11,exRNAQC005,4,RNA004981,RNA Streck,TUBE2,MIR0.2,STRR24
RNA004982L1,29299,3680705,27254,8205513,135.051918984369,125.625618621796,301.075548543333,280.061196627871,EVE12,0.0732,RNA004982,EVE12,exRNAQC005,4,RNA004982,Roche,TUBE3,MIR0.2,ROCH24
RNA004983L1,20970,957618,19791,1452536,48.3865393360618,45.6660944206009,73.3937648426052,69.2673342870768,EVE13,0.0373,RNA004983,EVE13,exRNAQC005,4,RNA004983,EDTA separator,TUBE2,MIR0.2,EDTG16
RNA004984L1,20319,777478,16295,1549605,47.7126725989567,38.2635956493922,95.0969622583615,76.2638417244943,EVE14,0.0378,RNA004984,EVE14,exRNAQC005,4,RNA004984,Paxgene,TUBE2,MIR0.2,PAXC00
